chat_message,category
Join our private giveaway at http://account-verify.net/claim — winners announced soon!,spam
Is raid starting at 9 or 10?,not_spam
Your account has been detected for suspicious activity. Verify here: account-verify.net,spam
Is this quest bugged for anyone else?,not_spam
"Hello player, this is official support. Your account is at risk. Visit: http://secure-verify.org/claim",spam
"Due to server issues, we need to verify your password. Go to: http://account-verify.net/claim",spam
Click here to get a rare mount instantly: http://freeitems.online/claim,spam
Is rajd starting at 9 or 10?,not_spam
LFG for Void Titan raid.,not_spam
Win $1000 playing Shadowlands! Enter here: http://secure-verify.org/claim,spam
Who wants to 1v1? :),not_spam
no,not_spam
gild meeting tonight at 8 PM.,not_spam
Win $1000 playing EclipseOnline! Enter here: http://loot-claim.biz/claim,spam
LFG for Healer69 raid.,not_spam
Your account has been detected for suspicious activity. Verify here: freeitems.online,spam
Where's the best place to farm Valoria?,not_spam
Your account has been temporarily suspended. Appeal here: http://claim-reward.net/claim,spam
Reset your password here now: http://discord-giveaway.com/claim,spam
ok,not_spam
"Thanks for the help, guildies!",not_spam
Free gold for everyone! Click here to claim: http://game-event.co/claim,spam
?,not_spam
Get 99999 gold for free! Join our discord: http://loot-claim.biz/claim,spam
Reset your password here now: http://account-verify.net/claim,spam
Best hack tool for unlimited items! Download now: http://freegold.ru/claim,spam
New game beta keys! Limited supply! Get yours at http://gamekeys.xyz/claim,spam
WTS Void Titan for 100g.,not_spam
Your account has been detected for suspicious activity. Verify here: http://account-verify.net/claim,spam
What's everyone doing tonight?,not_spam
Can someone carry me through TankMaster?,not_spam
Legendary item giveaway! Only 100 left! Visit: http://game-event.co/claim pls,spam
anyone up for PvP?,not_spam
Auction house prices are crazy today.,not_spam
Where's the best place to farm TankMaster?,not_spam
LOL that was hilarious.,not_spam
Important: Account merge required. Log in to http://secure-verify.org/claim to prevent deletion.,spam
Is anyone else having trouble with the game? This site helped me: http://game-event.co/claim,spam
nice,not_spam
We found a bug that gives items. DM the link http://discord-giveaway.com/claim to get it.,spam
Unlock premium skins at http://discord-giveaway.com/claim,spam
How do I get to Rare Mount?,not_spam
Your account has been temporarily suspended. Appeal here: http://loot-claim.biz/claim,spam
Free gold for everyone! Click here to claim: http://gamekeys.xyz/claim,spam
Free gold for everyone! Click here to claim: http://secure-verify.org/claim,spam
Unlock premium skins at http://discord-giveaway.com/claim,spam
Get free EclipseOnline with this program: http://loot-claim.biz/claim,spam
Welcome new members!,not_spam
Reminder: Flasks for raid!,not_spam
Security alert! Unauthorized login attempt. Change password at: http://win-cash.io/claim,spam
Reminder: Flasks for raid! :),not_spam
GM event! Double XP for 24 hours! Claim your bonus here: http://freeitems.online/claim,spam
Follow this to recover your lost skins: http://gamekeys.xyz/claim,spam
ok,not_spam
Get free EclipseOnline with this program: http://loot-claim.biz/claim,spam
Need help with Phoenix Feather boss.,not_spam
Click here to get a rare mount instantly: http://secure-verify.org/claim,spam
Your account has been detected for suspicious activity. Verify here: http://freegold.ru/claim,spam
Selling rare mount. Whisper me. :),not_spam
no,not_spam
"Hey everyone, how's it going?",not_spam
...,not_spam
Verify to claim your reward: secure-verify.org,spam
"Thanks for the help, guildies!",not_spam
Win $1000 playing StormBringers! Enter here: claim-reward.net,spam
Unlock premium skins at win-cash.io,spam
"Due to server issues, we need to verify your password. Go to: http://discord-giveaway.com/claim pls",spam
"Good game, team!",not_spam
Is anyone else having trouble with the game? This site helped me: http://account-verify.net/claim,spam
Our tank was amazing!,not_spam
[GGWP] yep,not_spam
Is raid starting at 9 or 10?,not_spam
Your account has been temporarily suspended. Appeal here: freegold.ru,spam
GM event! Double XP for 24 hours! Claim your bonus here: http://account-verify.net/claim,spam
What's everyone doing tonight? :),not_spam
Unlock premium skins at http://win-cash.io/claim,spam
Reset your password here now: http://freegold.ru/claim,spam
Is rajd starting at 9 or 10?,not_spam
I need 5 more Gold for the crafting recipe.,not_spam
Where's the best place to farm Valoria?,not_spam
Best hack tool for unlimited items! Download now: http://account-verify.net/claim,spam
afk,not_spam
What's the lore behind this zone?,not_spam
LOL that was hilarious.,not_spam
Trade: I have Gold for sale.,not_spam
Legendary item giveaway! Only 100 left! Visit: http://game-event.co/claim,spam
Need a healer for the dungeon!,not_spam
Anyone got extra Crimson Hydra to sell?,not_spam
Can anyone help me with this quest?,not_spam
Our tank was amazing!,not_spam
LOL that was hilarious.,not_spam
brb,not_spam
WTS Mystic Ore for 100g.,not_spam
LOL that was hilarious.,not_spam
Follow this to recover your lost skins: http://loot-claim.biz/claim,spam
"Due to server issues, we need to verify your password. Go to: freeitems.online",spam
"Hey, check out this cool new fan site for StormBringers! http://claim-reward.net/claim",spam
Security alert! Unauthorized login attempt. Change password at: http://gamekeys.xyz/claim,spam
GM_Alert: You have violated terms of service. Follow instructions at: http://account-verify.net/claim,spam
Follow this to recover your lost skins: http://claim-reward.net/claim,spam
Verify to claim your reward: http://account-verify.net/claim,spam
GM_Alert: You have violated terms of service. Follow instructions at: http://discord-giveaway.com/claim,spam
LOL that was hilarious.,not_spam
"Good game, team!",not_spam
Follow this to recover your lost skins: http://gamekeys.xyz/claim,spam
Anyone wanna do a dungeon run?,not_spam
"Just finished the main story, wow!",not_spam
WTB Diamonds PM offers.,not_spam
[Healer69] afk :),not_spam
"Hello player, this is official support. Your account is at risk. Visit: http://secure-verify.org/claim",spam
Anyone wanna do a dungeon run?,not_spam
Guild meeting tonight at 8 PM.,not_spam
That boss mechanics are insane.,not_spam
"Hello player, this is official support. Your account is at risk. Visit: http://secure-verify.org/claim",spam
I need 5 more Phoenix Feather for the crafting recipe.,not_spam
Official patch download: http://gamekeys.xyz/claim,spam
brb,not_spam
lag,not_spam
My friend made this awesome guide! It's at http://win-cash.io/claim,spam
Your account has been detected for suspicious activity. Verify here: http://claim-reward.net/claim,spam
Cash prizes for top players! Register now: http://secure-verify.org/claim,spam
Is this quest bugged for any1 else?,not_spam
Reminder: Flasks for raid!,not_spam
"Hey everyone, how's it going?",not_spam
How do I get to GGWP?,not_spam
Trade: I have Rare Mount for sale.,not_spam
Join our private giveaway at http://claim-reward.net/claim — winners announced soon!,spam
afk,not_spam
Is anyone else having trouble with the game? This site helped me: http://gamekeys.xyz/claim,spam
yep,not_spam
Important: Account merge required. Log in to http://freegold.ru/claim to prevent deletion.,spam
Get free StormBringers with this program: http://win-cash.io/claim,spam
...,not_spam
Anyone queueing for arenas?,not_spam
Get free Valoria with this program: http://account-verify.net/claim,spam
"Just finished the main story, wow!",not_spam
Get free RealmQuest with this program: http://freegold.ru/claim,spam
Important: Account merge required. Log in to http://win-cash.io/claim to prevent deletion.,spam
We found a bug that gives items. DM the link http://freeitems.online/claim to get it.,spam
Report GGWP for griefing.,not_spam
My friend made this awesome guide! It's at http://loot-claim.biz/claim,spam
Need help with Elder Wyrm boss.,not_spam
"Hey, check out this cool new fan site for Azeron! http://discord-giveaway.com/claim",spam
anyone up for PvP? :),not_spam
Trade: I have xXShadowXx for sale.,not_spam
"Hey everyone, how's it going?",not_spam
"Due to server issues, we need to verify your password. Go to: http://freeitems.online/claim",spam
[GM] Notice: We are conducting an audit. Please confirm your details: gamekeys.xyz,spam
ok :),not_spam
Your account has been temporarily suspended. Appeal here: http://account-verify.net/claim,spam
Important: Account merge required. Log in to http://loot-claim.biz/claim to prevent deletion.,spam
afk,not_spam
Can someone carry me through Potion?,not_spam
New game beta keys! Limited supply! Get yours at http://account-verify.net/claim,spam
Need help with Epic Sword boss.,not_spam
Verify to claim your reward: http://loot-claim.biz/claim,spam
Need help with Dragon Scale boss.,not_spam
"Due to server issues, we need to verify your password. Go to: http://claim-reward.net/claim",spam
Get 99999 gold for free! Join our discord: http://freegold.ru/claim,spam
Free gold for everyone! Click here to claim: http://loot-claim.biz/claim,spam
I need 5 more TankMaster for the crafting recipe.,not_spam
WTB GGWP PM offers.,not_spam
?,not_spam
Reminder: Flasks for raid!,not_spam
Reset your password here now: http://win-cash.io/claim,spam
Cash prizes for top players! Register now: http://game-event.co/claim,spam
Click here to get a rare mount instantly: http://loot-claim.biz/claim,spam
Follow this to recover your lost skins: http://claim-reward.net/claim,spam
Need help with Valoria boss.,not_spam
...,not_spam
Important: Account merge required. Log in to http://freeitems.online/claim to prevent deletion.,spam
"Nice transmog, dude!",not_spam
Claim your free copy of Shadowlands here: http://freeitems.online/claim,spam
"Hey, check out this cool new fan site for Shadowlands! http://freeitems.online/claim",spam
Reset your password here now: http://freegold.ru/claim,spam
Trade: I have xXShadowXx for sale.,not_spam
Official patch download: http://secure-verify.org/claim,spam
GG close game.,not_spam
I need 5 more Dragon Scale for the crafting recipe.,not_spam
"Hey, check out this cool new fan site for RealmQuest! http://gamekeys.xyz/claim",spam
"Hey, check out this cool new fan site for StormBringers! account-verify.net",spam
Free gold for everyone! Click here to claim: http://claim-reward.net/claim,spam
I need 5 more Elder Wyrm for the crafting recipe.,not_spam
LFG for Elder Wyrm raid. :),not_spam
Your account has been detected for suspicious activity. Verify here: discord-giveaway.com pls,spam
Who wants to 1v1?,not_spam
"Just finished the main story, wow!",not_spam
GM event! Double XP for 24 hours! Claim your bonus here: http://discord-giveaway.com/claim,spam
"Nice transmog, dude!",not_spam
That boss mechanics are insane.,not_spam
Who wants to 1v1?,not_spam
Your account has been detected for suspicious activity. Verify here: http://gamekeys.xyz/claim,spam
We found a bug that gives items. DM the link http://secure-verify.org/claim to get it.,spam
Legendary item giveaway! Only 100 left! Visit: http://freegold.ru/claim,spam
Trade: I have Valoria for sale.,not_spam
Trade: I have Phoenix Feather for sale. :),not_spam
Free gold for everyone! Click here to claim: http://account-verify.net/claim,spam
Anyone wanna do a dungeon run?,not_spam
That boss mechanics are insane.,not_spam
Can someone carry me through NoobSlayer? :),not_spam
My friend made this awesome guide! It's at http://loot-claim.biz/claim,spam
What's everyone doing tonight?,not_spam
"Nice transmog, dude!",not_spam
anyone up for PvP?,not_spam
Your account has been detected for suspicious activity. Verify here: http://freegold.ru/claim,spam
?,not_spam
Anyone wanna do a dungeon run?,not_spam
"I'm quitting, giving away all my items. First come, first served! http://game-event.co/claim",spam
Is raid starting at 9 or 10?,not_spam
Is rajd starting at 9 or 10?,not_spam
Auction house prices are crazy today.,not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://loot-claim.biz/claim,spam
Free gold for everyone! Click here to claim: http://freegold.ru/claim,spam
New game beta keys! Limited supply! Get yours at http://gamekeys.xyz/claim,spam
Anyone queueing for arenas?,not_spam
Is raid starting at 9 or 10? :),not_spam
?,not_spam
"Nice transmog, dude!",not_spam
Unlock premium skins at http://freeitems.online/claim,spam
Can someone carry me through Potion?,not_spam
anyone up for PvP?,not_spam
My friend made this awesome guide! It's at http://account-verify.net/claim,spam
Join our private giveaway at http://freegold.ru/claim — winners announced soon!,spam
no,not_spam
Reminder: Flasks for raid!,not_spam
Is anyone else having trouble with the game? This site helped me: http://gamekeys.xyz/claim,spam
GG close game.,not_spam
"Thanks for the help, guildies! :)",not_spam
Anyone queueing for arenas?,not_spam
Is raid starting at 9 or 10?,not_spam
Legendary item giveaway! Only 100 left! Visit: http://win-cash.io/claim,spam
GM event! Double XP for 24 hours! Claim your bonus here: http://win-cash.io/claim,spam
Win $1000 playing EclipseOnline! Enter here: http://game-event.co/claim pls,spam
nice,not_spam
Our tank was amazing!,not_spam
Win $1000 playing HeroesFall! Enter here: http://win-cash.io/claim,spam
WTB Mystic Ore PM offers.,not_spam
Security alert! Unauthorized login attempt. Change password at: http://discord-giveaway.com/claim,spam
ok,not_spam
"Due to server issues, we need to verify your password. Go to: http://loot-claim.biz/claim",spam
nice,not_spam
Important: Account merge required. Log in to http://freegold.ru/claim to prevent deletion. pls,spam
Is anyone else having trouble with the game? This site helped me: http://win-cash.io/claim,spam
How do I get to StormBringers?,not_spam
Where's the best place to farm NoobSlayer?,not_spam
Is anyone else having trouble with the game? This site helped me: http://freegold.ru/claim,spam
Best hack tool for unlimited items! Download now: win-cash.io,spam
Important: Account merge required. Log in to http://account-verify.net/claim to prevent deletion.,spam
GM_Alert: You have violated terms of service. Follow instructions at: http://discord-giveaway.com/claim,spam
My friend made this awesome guide! It's at http://freeitems.online/claim,spam
anyone up for PvP?,not_spam
Your account has been temporarily suspended. Appeal here: http://discord-giveaway.com/claim,spam
Reset your password here now: http://freeitems.online/claim,spam
Click here to get a rare mount instantly: http://secure-verify.org/claim,spam
"Hello player, this is official support. Your account is at risk. Visit: http://freegold.ru/claim",spam
LOL that was hilarious.,not_spam
Can someone carry me through Lich King's Crown?,not_spam
"I'm quitting, giving away all my items. First come, first served! http://account-verify.net/claim",spam
Reminder: Flasks for raid!,not_spam
GM_Alert: You have violated terms of service. Follow instructions at: http://account-verify.net/claim,spam
ok,not_spam
Important: Account merge required. Log in to http://gamekeys.xyz/claim to prevent deletion.,spam
We found a bug that gives items. DM the link http://discord-giveaway.com/claim to get it.,spam
Can anyone help me with this quest?,not_spam
"Hello player, this is official support. Your account is at risk. Visit: http://account-verify.net/claim",spam
WTS RealmQuest for 100g.,not_spam
Unlock premium skins at http://game-event.co/claim pls,spam
GM event! Double XP for 24 hours! Claim your bonus here: http://secure-verify.org/claim,spam
no,not_spam
Reset your password here now: http://freegold.ru/claim,spam
Win $1000 playing Valoria! Enter here: http://game-event.co/claim,spam
I need 5 more Shadowlands for the crafting recipe.,not_spam
"I'm quitting, giving away all my items. First come, first served! http://game-event.co/claim",spam
Follow this to recover your lost skins: gamekeys.xyz,spam
afk,not_spam
What's everyone doing tonight?,not_spam
Reset your password here now: http://freegold.ru/claim,spam
"Due to server issues, we need to verify your password. Go to: http://account-verify.net/claim",spam
"Due to server issues, we need to verify your password. Go to: http://account-verify.net/claim",spam
Reset your password here now: http://claim-reward.net/claim,spam
Reset your password here now: http://account-verify.net/claim,spam
Official patch download: http://game-event.co/claim,spam
Need help with SneakyPete boss.,not_spam
Win $1000 playing Azeron! Enter here: http://gamekeys.xyz/claim,spam
Best hack tool for unlimited items! Download now: http://claim-reward.net/claim,spam
Report Void Titan for griefing.,not_spam
Important: Account merge required. Log in to http://claim-reward.net/claim to prevent deletion.,spam
"Hello player, this is official support. Your account is at risk. Visit: game-event.co pls",spam
"Hello player, this is official support. Your account is at risk. Visit: http://loot-claim.biz/claim",spam
LOL that was hilarious.,not_spam
Verify to claim your reward: http://discord-giveaway.com/claim,spam
lag,not_spam
Follow this to recover your lost skins: http://claim-reward.net/claim pls,spam
Unlock premium skins at http://account-verify.net/claim,spam
Need help with ProCarry boss. :),not_spam
Claim your free copy of EclipseOnline here: claim-reward.net,spam
Free gold for everyone! Click here to claim: freeitems.online,spam
anyone up for PvP? :),not_spam
Who wants to 1v1?,not_spam
GM event! Double XP for 24 hours! Claim your bonus here: discord-giveaway.com pls,spam
Who wants to 1v1?,not_spam
GM event! Double XP for 24 hours! Claim your bonus here: http://account-verify.net/claim,spam
Where's the best place to farm Valoria?,not_spam
GM_Alert: You have violated terms of service. Follow instructions at: http://discord-giveaway.com/claim,spam
Need a healer for the dungeon!,not_spam
Follow this to recover your lost skins: http://win-cash.io/claim,spam
"Hey, check out this cool new fan site for HeroesFall! http://freeitems.online/claim",spam
WTS Crimson Hydra for 100g.,not_spam
Trade: I have Healer69 for sale.,not_spam
yep,not_spam
Claim your free copy of RealmQuest here: http://freeitems.online/claim,spam
Get free Azeron with this program: http://account-verify.net/claim,spam
My friend made this awesome guide! It's at http://gamekeys.xyz/claim,spam
Click here to get a rare mount instantly: http://discord-giveaway.com/claim,spam
[xXShadowXx] That boss mechanics are insane.,not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: freegold.ru,spam
yep,not_spam
Need a healer for the dungeon!,not_spam
Best hack tool for unlimited items! Download now: http://discord-giveaway.com/claim,spam
Is this quest bugged for anyone else?,not_spam
Is anyone else having trouble with the game? This site helped me: http://freegold.ru/claim,spam
Auction house prices are crazy today.,not_spam
Anyone queueing for arenas?,not_spam
Welcome new members!,not_spam
Click here to get a rare mount instantly: http://freeitems.online/claim,spam
Click here to get a rare mount instantly: http://claim-reward.net/claim,spam
Verify to claim your reward: http://freeitems.online/claim,spam
"I'm quitting, giving away all my items. First come, first served! http://gamekeys.xyz/claim",spam
My friend made this awesome guide! It's at http://win-cash.io/claim,spam
Legendary item giveaway! Only 100 left! Visit: http://secure-verify.org/claim pls,spam
Get free Azeron with this program: http://claim-reward.net/claim,spam
GM event! Double XP for 24 hours! Claim your bonus here: freegold.ru,spam
Is raid starting at 9 or 10?,not_spam
Get free Azeron with this program: http://freeitems.online/claim,spam
Cash prizes for top players! Register now: http://game-event.co/claim,spam
Cash prizes for top players! Register now: http://secure-verify.org/claim,spam
GM_Alert: You have violated terms of service. Follow instructions at: http://loot-claim.biz/claim,spam
Get 99999 gold for free! Join our discord: game-event.co,spam
[ProCarry] GG close game.,not_spam
New game beta keys! Limited supply! Get yours at http://freeitems.online/claim,spam
Selling rare mount. Whisper me.,not_spam
Get 99999 gold for free! Join our discord: http://gamekeys.xyz/claim,spam
Report NoobSlayer for griefing.,not_spam
no,not_spam
Reset your password here now: http://account-verify.net/claim,spam
Your account has been temporarily suspended. Appeal here: http://loot-claim.biz/claim,spam
no,not_spam
Guild meeting tonight at 8 PM.,not_spam
"Hey, check out this cool new fan site for Valoria! http://win-cash.io/claim",spam
That boss mechanics are insane.,not_spam
Where's the best place to farm Elder Wyrm?,not_spam
?,not_spam
Click here to get a rare mount instantly: http://gamekeys.xyz/claim,spam
Follow this to recover your lost skins: http://freegold.ru/claim,spam
Where's the best place to farm Rare Mount?,not_spam
?,not_spam
nice,not_spam
Can someone carry me through Crimson Hydra?,not_spam
Is raid starting at 9 or 10?,not_spam
What's everyone doing tonight?,not_spam
Anyone wanna do a dungeon run?,not_spam
Follow this to recover your lost skins: http://win-cash.io/claim,spam
Important: Account merge required. Log in to http://gamekeys.xyz/claim to prevent deletion.,spam
Where's the best place to farm Valoria?,not_spam
GM_Alert: You have violated terms of service. Follow instructions at: http://secure-verify.org/claim,spam
New game beta keys! Limited supply! Get yours at http://discord-giveaway.com/claim,spam
Get free RealmQuest with this program: secure-verify.org,spam
Win $1000 playing Shadowlands! Enter here: http://gamekeys.xyz/claim,spam
Auction house prices are crazy today.,not_spam
WTB EclipseOnline PM offers.,not_spam
"Thanks for the help, guildies!",not_spam
Legendary item giveaway! Only 100 left! Visit: http://freegold.ru/claim,spam
GM event! Double XP for 24 hours! Claim your bonus here: http://claim-reward.net/claim,spam
no,not_spam
Who wants to 1v1?,not_spam
GM_Alert: You have violated terms of service. Follow instructions at: http://gamekeys.xyz/claim,spam
What's everyone doing tonight?,not_spam
Unlock premium skins at game-event.co,spam
Claim your free copy of Shadowlands here: gamekeys.xyz,spam
"I'm quitting, giving away all my items. First come, first served! http://claim-reward.net/claim",spam
[xXShadowXx] no,not_spam
Can anyone help me with this quest? :),not_spam
Join our private giveaway at http://claim-reward.net/claim — winners announced soon!,spam
Follow this to recover your lost skins: http://secure-verify.org/claim,spam
Cash prizes for top players! Register now: http://freegold.ru/claim,spam
WTB EclipseOnline PM offers.,not_spam
anyone up for PvP?,not_spam
?,not_spam
Welcome new members!,not_spam
What's everyone doing tonight?,not_spam
LFG for Crafting Mat raid.,not_spam
Win $1000 playing HeroesFall! Enter here: http://discord-giveaway.com/claim,spam
Is anyone else having trouble with the game? This site helped me: secure-verify.org,spam
nice,not_spam
"Hey, check out this cool new fan site for HeroesFall! http://gamekeys.xyz/claim",spam
GM_Alert: You have violated terms of service. Follow instructions at: http://secure-verify.org/claim,spam
Who wants to 1v1?,not_spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://freegold.ru/claim,spam
"Hello player, this is official support. Your account is at risk. Visit: http://freeitems.online/claim",spam
We found a bug that gives items. DM the link http://freeitems.online/claim to get it.,spam
GM_Alert: You have violated terms of service. Follow instructions at: http://gamekeys.xyz/claim,spam
Reset your password here now: http://account-verify.net/claim,spam
Get 99999 gold for free! Join our discord: http://account-verify.net/claim,spam
Your account has been detected for suspicious activity. Verify here: freegold.ru,spam
Anyone got extra Shadowlands to sell?,not_spam
Join our private giveaway at freegold.ru — winners announced soon!,spam
Your account has been detected for suspicious activity. Verify here: http://secure-verify.org/claim pls,spam
LFG for EclipseOnline raid.,not_spam
ok,not_spam
Who wants to 1v1?,not_spam
What's the lore behind this zone?,not_spam
nice,not_spam
nice,not_spam
Is this quest bugged for anyone else?,not_spam
Follow this to recover your lost skins: http://win-cash.io/claim pls,spam
Important: Account merge required. Log in to http://gamekeys.xyz/claim to prevent deletion.,spam
My friend made this awesome guide! It's at http://gamekeys.xyz/claim,spam
Auction house prices are crazy today.,not_spam
Selling rare mount. Whisper me.,not_spam
Is raid starting at 9 or 10?,not_spam
Get free Shadowlands with this program: http://win-cash.io/claim,spam
Verify to claim your reward: http://claim-reward.net/claim,spam
Where's the best place to farm Mystic Ore?,not_spam
ok,not_spam
My friend made this awesome guide! It's at http://loot-claim.biz/claim,spam
anyone up for PvP?,not_spam
Trade: I have Rare Mount for sale.,not_spam
My friend made this awesome guide! It's at http://win-cash.io/claim,spam
Win $1000 playing EclipseOnline! Enter here: http://loot-claim.biz/claim,spam
Legendary item giveaway! Only 100 left! Visit: http://win-cash.io/claim,spam
What's everyone doing tonight?,not_spam
"Nice transmog, dude!",not_spam
ok,not_spam
afk,not_spam
Verify to claim your reward: http://loot-claim.biz/claim,spam
ok,not_spam
ok,not_spam
[Healer69] anyone up for PvP? :),not_spam
Can someone carry me through Valoria?,not_spam
Our tank was amazing!,not_spam
"I'm quitting, giving away all my items. First come, first served! http://discord-giveaway.com/claim",spam
GM event! Double XP for 24 hours! Claim your bonus here: http://win-cash.io/claim,spam
Anyone got extra Rare Mount to sell?,not_spam
Security alert! Unauthorized login attempt. Change password at: secure-verify.org,spam
Join our private giveaway at win-cash.io — winners announced soon!,spam
Win $1000 playing HeroesFall! Enter here: http://loot-claim.biz/claim,spam
My friend made this awesome guide! It's at http://account-verify.net/claim,spam
Follow this to recover your lost skins: http://gamekeys.xyz/claim,spam
Claim your free copy of StormBringers here: http://claim-reward.net/claim pls,spam
Is anyone else having trouble with the game? This site helped me: http://account-verify.net/claim,spam
Selling rare mount. Whisper me.,not_spam
Your account has been detected for suspicious activity. Verify here: http://discord-giveaway.com/claim,spam
New game beta keys! Limited supply! Get yours at http://win-cash.io/claim,spam
?,not_spam
Unlock premium skins at http://loot-claim.biz/claim,spam
nice,not_spam
Guild meeting tonight at 8 PM. :),not_spam
Trade: I have EclipseOnline for sale.,not_spam
Get 99999 gold for free! Join our discord: http://secure-verify.org/claim,spam
That boss mechanics are insane.,not_spam
WTS Potion for 100g.,not_spam
Unlock premium skins at http://account-verify.net/claim,spam
"Nice transmog, dude!",not_spam
lag,not_spam
Is this quest bugged for anyone else?,not_spam
Anyone got extra Shadow Drake to sell?,not_spam
I need 5 more Dragon Scale for the crafting recipe.,not_spam
Is raid starting at 9 or 10?,not_spam
"I'm quitting, giving away all my items. First come, first served! http://secure-verify.org/claim",spam
anyone up for PvP?,not_spam
GG close game. :),not_spam
Security alert! Unauthorized login attempt. Change password at: http://secure-verify.org/claim,spam
"Just finished the main story, wow!",not_spam
Your account has been detected for suspicious activity. Verify here: http://win-cash.io/claim,spam
Verify to claim your reward: http://account-verify.net/claim,spam
LOL that was hilarious.,not_spam
GM event! Double XP for 24 hours! Claim your bonus here: gamekeys.xyz,spam
Guild meeting tonight at 8 PM.,not_spam
Anyone wanna do a dungeon run?,not_spam
Auction house prices are crazy today.,not_spam
Your account has been temporarily suspended. Appeal here: http://win-cash.io/claim,spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://claim-reward.net/claim,spam
"I'm quitting, giving away all my items. First come, first served! freeitems.online",spam
New game beta keys! Limited supply! Get yours at http://discord-giveaway.com/claim,spam
We found a bug that gives items. DM the link http://freeitems.online/claim to get it.,spam
Your account has been temporarily suspended. Appeal here: http://loot-claim.biz/claim,spam
"Hey everyone, how's it going?",not_spam
Anyone got extra xXShadowXx to sell?,not_spam
Where's the best place to farm TankMaster?,not_spam
ok,not_spam
"Hello player, this is official support. Your account is at risk. Visit: loot-claim.biz",spam
Important: Account merge required. Log in to http://freeitems.online/claim to prevent deletion.,spam
Is anyone else having trouble with the game? This site helped me: http://gamekeys.xyz/claim,spam
[GGWP] How do I get to Diamonds?,not_spam
New game beta keys! Limited supply! Get yours at http://freeitems.online/claim,spam
We found a bug that gives items. DM the link http://loot-claim.biz/claim to get it.,spam
GG close game.,not_spam
Cash prizes for top players! Register now: http://claim-reward.net/claim,spam
GM event! Double XP for 24 hours! Claim your bonus here: http://win-cash.io/claim,spam
yep,not_spam
GG close game.,not_spam
lag,not_spam
Legendary item giveaway! Only 100 left! Visit: http://claim-reward.net/claim,spam
Win $1000 playing EclipseOnline! Enter here: http://discord-giveaway.com/claim,spam
Verify to claim your reward: http://account-verify.net/claim,spam
Get free HeroesFall with this program: freegold.ru pls,spam
That boss mechanics are insane.,not_spam
GG close game.,not_spam
"Hey, check out this cool new fan site for Shadowlands! http://freegold.ru/claim",spam
lag,not_spam
What's everyone doing tonight?,not_spam
Can anyone help me with this quest?,not_spam
afk,not_spam
LOL that was hilarious.,not_spam
Win $1000 playing Azeron! Enter here: http://secure-verify.org/claim,spam
"Hey everyone, how's it going?",not_spam
Can someone carry me through Phoenix Feather?,not_spam
Welcome new members!,not_spam
What's the lore behind this zone?,not_spam
What's everyone doing tonight?,not_spam
What's the lore behind this zone?,not_spam
Reset your password here now: win-cash.io,spam
Click here to get a rare mount instantly: http://game-event.co/claim,spam
Important: Account merge required. Log in to freeitems.online to prevent deletion.,spam
WTS StormBringers for 100g.,not_spam
Get free HeroesFall with this program: http://loot-claim.biz/claim,spam
[GM] Notice: We are conducting an audit. Please confirm your details: http://secure-verify.org/claim,spam
...,not_spam
Anyone got extra NoobSlayer to sell?,not_spam
Your account has been detected for suspicious activity. Verify here: secure-verify.org,spam
"Hello player, this is official support. Your account is at risk. Visit: http://freeitems.online/claim",spam
Legendary item giveaway! Only 100 left! Visit: http://claim-reward.net/claim pls,spam
Best hack tool for unlimited items! Download now: http://loot-claim.biz/claim pls,spam
Who wants to 1v1?,not_spam
LFG for Gold raid.,not_spam
Get 99999 gold for free! Join our discord: http://game-event.co/claim,spam
Auction house prices are crazy today.,not_spam
no,not_spam
What's the lore behind this zone?,not_spam
Reset your password here now: http://game-event.co/claim pls,spam
"Good game, team!",not_spam
Get 99999 gold for free! Join our discord: http://secure-verify.org/claim,spam
?,not_spam
anyone up for PvP?,not_spam
no,not_spam
Claim your free copy of RealmQuest here: http://account-verify.net/claim,spam
Your account has been detected for suspicious activity. Verify here: http://loot-claim.biz/claim,spam
no :),not_spam
Trade: I have Void Titan for sale.,not_spam
Need help with Lich King boss.,not_spam
"Thanks for the help, guildies!",not_spam
"I'm quitting, giving away all my items. First come, first served! http://discord-giveaway.com/claim",spam
afk,not_spam
Best hack tool for unlimited items! Download now: http://freeitems.online/claim,spam
Win $1000 playing EclipseOnline! Enter here: freeitems.online,spam
Anyone queueing for arenas?,not_spam
Selling rare mount. Whisper me.,not_spam
"Thanks for the halp, guildies!",not_spam
yep,not_spam
Your account has been temporarily suspended. Appeal here: http://discord-giveaway.com/claim,spam
Is anyone else having trouble with the game? This site helped me: http://discord-giveaway.com/claim,spam
"Due to server issues, we need to verify your password. Go to: http://claim-reward.net/claim",spam
What's the lore behind this zone?,not_spam
Best hack tool for unlimited items! Download now: http://gamekeys.xyz/claim pls,spam
We found a bug that gives items. DM the link http://freegold.ru/claim to get it.,spam
New game beta keys! Limited supply! Get yours at discord-giveaway.com,spam
Anyone queueing for arenas?,not_spam
Cash prizes for top players! Register now: http://secure-verify.org/claim,spam
Official patch download: http://secure-verify.org/claim,spam
